BPM,RMSSD,Propofol_Level
68.0,5.833202222531404,3.103
68.0,5.345595298853168,3.103
68.0,5.345595298853168,3.103
68.0,5.345595298853168,3.103
67.0,5.861443645250316,3.103
67.0,5.861443645250316,3.103
67.0,5.861443645250316,3.103
67.0,5.861443645250316,3.103
67.0,5.861443645250316,3.103
67.0,5.376398658639545,3.103
67.0,5.376398658639545,3.103
67.0,5.376398658639545,3.103
66.0,5.919666543453025,3.103
66.0,5.409373298114382,3.103
67.0,5.442148143893608,3.103
67.0,5.442148143893608,3.103
67.0,5.442148143893608,3.103
67.0,5.442148143893608,3.103
67.0,5.442148143893608,3.103
68.0,5.949630990860598,3.103
67.0,6.417105378185173,3.103
67.0,6.417105378185173,3.103
67.0,5.949630990860598,3.103
67.0,5.442148143893608,3.103
67.0,5.442148143893608,3.103
67.0,5.442148143893608,3.103
67.0,5.442148143893608,3.103
67.0,5.442148143893608,3.103
67.0,5.442148143893608,3.103
67.0,5.442148143893608,3.103
68.0,5.949630990860598,3.103
68.0,5.949630990860598,3.103
68.0,5.949630990860598,3.103
68.0,5.949630990860598,3.103
68.0,5.442148143893608,3.103
68.0,5.442148143893608,3.103
68.0,5.442148143893608,3.103
68.0,5.442148143893608,3.103
68.0,5.442148143893608,3.103
67.0,5.949630990860598,3.103
67.0,5.949630990860598,3.103
67.0,5.949630990860598,3.103
67.0,5.409373298114382,3.103
67.0,5.409373298114382,3.103
67.0,4.808797149942683,3.103
67.0,4.808797149942683,3.103
68.0,5.376398658639545,3.103
67.0,5.889549646954792,3.103
67.0,5.889549646954792,3.102
67.0,5.376398658639545,3.102
66.0,5.409373298114382,3.102
66.0,5.409373298114382,3.102
66.0,5.409373298114382,3.103
66.0,5.409373298114382,3.103
66.0,5.409373298114382,3.103
66.0,5.409373298114382,3.103
66.0,5.409373298114382,3.103
66.0,5.409373298114382,3.103
66.0,5.409373298114382,3.103
66.0,5.409373298114382,3.103
66.0,4.845635868596468,3.103
66.0,4.845635868596468,3.103
66.0,4.845635868596468,3.103
65.0,5.477269545047794,3.103
65.0,5.477269545047794,3.103
65.0,5.477269545047794,3.103
65.0,5.477269545047794,3.103
66.0,6.043242206563254,3.103
66.0,6.043242206563254,3.103
65.0,6.104091951956713,3.103
65.0,6.104091951956713,3.103
65.0,6.104091951956713,3.103
65.0,6.104091951956713,3.103
65.0,6.104091951956713,3.103
65.0,6.104091951956713,3.103
65.0,6.104091951956713,3.103
65.0,5.610597655385609,3.103
66.0,5.6760874060724,3.103
66.0,5.6760874060724,3.103
66.0,5.6760874060724,3.103
66.0,5.106973545292526,3.103
65.0,5.709770003283594,3.103
65.0,5.709770003283594,3.103
65.0,5.709770003283594,3.103
65.0,5.709770003283594,3.103
64.0,6.28773912868713,3.103
64.0,6.28773912868713,3.103
64.0,6.28773912868713,3.103
64.0,6.28773912868713,3.103
64.0,6.28773912868713,3.103
64.0,6.28773912868713,3.103
64.0,6.28773912868713,3.102
65.0,6.816880020247475,3.102
65.0,6.320566312631313,3.102
65.0,6.320566312631313,3.102
65.0,6.320566312631313,3.102
65.0,6.320566312631313,3.102
65.0,5.781804546531331,3.102
65.0,5.781804546531331,3.102
66.0,5.781804546531331,3.102
66.0,5.781804546531331,3.102
66.0,5.781804546531331,3.102
66.0,5.781804546531331,3.102
65.0,6.320566312631313,3.102
65.0,6.320566312631313,3.102
65.0,6.320566312631313,3.102
65.0,6.320566312631313,3.102
65.0,5.781804546531331,3.102
65.0,5.781804546531331,3.102
64.0,6.353223880386745,3.102
64.0,6.353223880386745,3.102
64.0,5.817487342163881,3.102
64.0,5.817487342163881,3.102
64.0,5.817487342163881,3.102
64.0,5.817487342163881,3.102
64.0,5.187385576204157,3.102
65.0,5.817487342163881,3.102
65.0,5.817487342163881,3.102
66.0,6.353223880386745,3.102
66.0,6.353223880386745,3.102
67.0,6.819108675140204,3.102
68.0,7.230586119444026,3.102
68.0,6.734031910428594,3.103
68.0,6.734031910428594,3.103
69.0,7.127274713415696,3.103
69.0,7.127274713415696,3.103
69.0,7.127274713415696,3.103
69.0,7.127274713415696,3.103
69.0,7.127274713415696,3.102
70.0,7.0300488702080175,3.102
69.0,7.3868412797765375,3.103
69.0,7.3868412797765375,3.103
69.0,7.3868412797765375,3.103
69.0,6.931459398606562,3.103
69.0,6.931459398606562,3.103
69.0,6.931459398606562,3.102
69.0,6.931459398606562,3.102
69.0,6.931459398606562,3.102
69.0,6.931459398606562,3.102
69.0,6.411781307445319,3.102
69.0,6.411781307445319,3.102
69.0,6.411781307445319,3.102
69.0,6.411781307445319,3.102
69.0,6.411781307445319,3.102
69.0,6.411781307445319,3.103
69.0,6.411781307445319,3.103
69.0,5.846088408027984,3.103
69.0,5.846088408027984,3.103
69.0,5.2589404804009465,3.103
69.0,5.2589404804009465,3.103
69.0,4.6389293514068255,3.103
69.0,3.967181999860799,3.103
69.0,3.967181999860799,3.103
69.0,3.967181999860799,3.103
68.0,3.967181999860799,3.103
68.0,3.967181999860799,3.103
68.0,3.967181999860799,3.103
68.0,3.967181999860799,3.103
68.0,3.967181999860799,3.103
68.0,3.2549494688738063,3.103
68.0,2.334707491276845,3.103
68.0,2.334707491276845,3.103
68.0,2.334707491276845,3.103
68.0,2.334707491276845,3.103
69.0,3.3017749983377787,3.103
69.0,3.3017749983377787,3.103
70.0,4.005690341844473,3.103
70.0,4.005690341844473,3.103
70.0,4.005690341844473,3.103
71.0,4.572055234417998,3.103
71.0,4.572055234417998,3.103
71.0,4.572055234417998,3.103
71.0,4.572055234417998,3.103
71.0,4.572055234417998,3.103
71.0,4.572055234417998,3.103
71.0,4.572055234417998,3.103
72.0,5.0493256877246635,3.103
73.0,5.462554246995373,3.103
74.0,5.8268067097074425,3.103
75.0,6.152028100368313,3.103
76.0,6.445222044030658,3.103
77.0,6.711555165356999,3.103
78.0,6.954972048826018,3.103
79.0,7.178580696987448,3.103
81.0,7.60286616104161,3.103
81.0,7.60286616104161,3.103
82.0,7.7796942568916485,3.103
83.0,7.94444782224404,3.103
85.0,8.529831928894543,3.103
86.0,8.660466436286383,3.103
87.0,8.783354208219889,3.103
88.0,8.89913387727512,3.103
88.0,8.89913387727512,3.103
88.0,8.89913387727512,3.103
89.0,8.700576527811272,3.103
89.0,8.700576527811272,3.103
90.0,8.51037591171934,3.103
90.0,8.51037591171934,3.103
92.0,8.912231535432756,3.103
92.0,8.635377061213898,3.103
93.0,8.729773367568768,3.103
94.0,8.819250600959034,3.103
94.0,8.819250600959034,3.103
94.0,8.819250600959034,3.103
94.0,8.819250600959034,3.103
94.0,8.819250600959034,3.103
94.0,8.554950632725424,3.103
95.0,8.387381796233711,3.103
95.0,8.138549985400848,3.103
94.0,7.990308167868935,3.103
94.0,7.755745429575138,3.103
93.0,7.630055028701135,3.103
92.0,7.518662270541236,3.103
92.0,7.305470396576161,3.103
91.0,6.584797759893336,3.103
91.0,6.584797759893336,3.103
91.0,6.374911189239814,3.103
91.0,6.168377760890606,3.103
91.0,5.329643765414258,3.103
94.0,6.396828702166794,3.103
94.0,6.227020571015792,3.103
94.0,6.060405314270835,3.103
90.0,7.972131061217356,3.103
90.0,7.972131061217356,3.103
90.0,7.848475421173693,3.103
89.0,7.966735194189497,3.103
89.0,7.848475421173693,3.103
88.0,7.972131061217356,3.103
88.0,7.52020617236238,3.103
88.0,7.52020617236238,3.103
87.0,7.547288747204199,3.103
87.0,7.442535140681017,3.103
87.0,7.442535140681017,3.103
86.0,7.585180391611189,3.103
86.0,7.585180391611189,3.103
86.0,7.585180391611189,3.103
85.0,7.73179201299007,3.102
86.0,7.779553446240771,3.102
86.0,7.779553446240771,3.102
86.0,7.682229478142535,3.102
86.0,7.682229478142535,3.102
86.0,7.579341108661016,3.103
86.0,7.47042204842973,3.103
86.0,7.47042204842973,3.103
86.0,7.3549391329122775,3.103
86.0,7.3549391329122775,3.103
86.0,7.3549391329122775,3.103
86.0,7.3549391329122775,3.103
86.0,7.3549391329122775,3.103
86.0,6.271775562896396,3.103
86.0,6.271775562896396,3.103
86.0,6.271775562896396,3.103
86.0,3.5367792732032384,3.103
86.0,3.5367792732032384,3.103
86.0,3.5367792732032384,3.103
86.0,3.261672026705021,3.103
86.0,3.261672026705021,3.103
86.0,2.946556836263481,3.103
86.0,2.946556836263481,3.103
86.0,2.946556836263481,3.103
86.0,2.57583473280399,3.103
87.0,2.9628629437978513,3.103
87.0,2.9628629437978513,3.103
87.0,2.57583473280399,3.103
87.0,2.57583473280399,3.103
87.0,2.57583473280399,3.103
87.0,2.0950604792857974,3.102
87.0,1.4641148360053824,3.102
88.0,2.0471699664714507,3.102
88.0,2.0471699664714507,3.102
88.0,2.0471699664714507,3.102
87.0,2.497634378814156,3.102
87.0,2.497634378814156,3.102
87.0,2.497634378814156,3.102
87.0,2.497634378814156,3.102
87.0,2.497634378814156,3.102
86.0,2.8951355310668,3.102
86.0,2.8951355310668,3.102
86.0,2.8951355310668,3.102
86.0,2.8951355310668,3.102
86.0,2.8951355310668,3.102
86.0,2.8951355310668,3.102
86.0,2.8951355310668,3.102
87.0,3.2442937592419883,3.102
87.0,3.2442937592419883,3.102
87.0,3.2442937592419883,3.102
87.0,3.2442937592419883,3.102
87.0,3.2442937592419883,3.102
87.0,3.2442937592419883,3.102
86.0,3.559364304095266,3.102
86.0,3.559364304095266,3.102
86.0,3.2442937592419883,3.102
86.0,3.2442937592419883,3.102
86.0,3.2442937592419883,3.102
86.0,3.2442937592419883,3.102
86.0,3.2442937592419883,3.102
86.0,3.2442937592419883,3.102
86.0,3.2442937592419883,3.102
85.0,3.2747237343780657,3.102
85.0,3.2747237343780657,3.102
85.0,3.2747237343780657,3.102
85.0,2.9455972090371367,3.102
85.0,2.9455972090371367,3.102
85.0,2.9455972090371367,3.102
85.0,2.9455972090371367,3.102
85.0,2.9455972090371367,3.102
85.0,2.5559559199791186,3.102
85.0,2.5559559199791186,3.102
86.0,2.9628629437978513,3.102
86.0,2.9628629437978513,3.102
86.0,2.9628629437978513,3.102
86.0,2.9628629437978513,3.102
86.0,2.9628629437978513,3.102
86.0,2.57583473280399,3.102
86.0,2.57583473280399,3.102
86.0,2.57583473280399,3.102
86.0,2.57583473280399,3.102
86.0,2.57583473280399,3.102
86.0,2.57583473280399,3.102
86.0,2.119266929319743,3.102
86.0,2.119266929319743,3.102
86.0,2.119266929319743,3.102
86.0,2.119266929319743,3.102
86.0,2.119266929319743,3.102
86.0,2.119266929319743,3.102
85.0,2.595561302794157,3.101
85.0,2.595561302794157,3.101
85.0,2.595561302794157,3.101
85.0,2.119266929319743,3.101
84.0,2.616330705525791,3.101
84.0,2.616330705525791,3.102
84.0,2.616330705525791,3.102
85.0,3.0329985828624837,3.102
85.0,3.0329985828624837,3.102
85.0,3.0329985828624837,3.102
85.0,3.0329985828624837,3.102
85.0,3.0329985828624837,3.102
85.0,3.0329985828624837,3.102
84.0,3.0507914199040904,3.102
85.0,3.4148531931444968,3.102
85.0,3.4148531931444968,3.102
84.0,3.7436768521999753,3.102
84.0,3.7436768521999753,3.102
84.0,3.7436768521999753,3.102
84.0,3.7436768521999753,3.102
84.0,3.7436768521999753,3.102
84.0,3.7436768521999753,3.102
84.0,3.7436768521999753,3.102
84.0,3.7436768521999753,3.102
84.0,3.7436768521999753,3.102
85.0,4.045863370983586,3.102
84.0,4.326997164274021,3.102
85.0,4.590947451518495,3.102
85.0,4.590947451518495,3.102
85.0,4.590947451518495,3.102
85.0,4.33948756695419,3.102
85.0,4.33948756695419,3.102
85.0,4.33948756695419,3.102
85.0,4.33948756695419,3.102
85.0,4.059218927426956,3.102
85.0,4.059218927426956,3.102
85.0,4.059218927426956,3.102
85.0,3.7581064723890543,3.102
85.0,3.7581064723890543,3.102
85.0,3.7581064723890543,3.102
85.0,3.7581064723890543,3.102
85.0,3.7581064723890543,3.102
84.0,4.059218927426956,3.102
84.0,3.7581064723890543,3.102
84.0,3.4306661473894176,3.102
84.0,3.4306661473894176,3.102
84.0,3.06848108546802,3.102
84.0,3.06848108546802,3.102
84.0,3.06848108546802,3.102
84.0,3.06848108546802,3.102
84.0,3.06848108546802,3.102
84.0,3.06848108546802,3.102
85.0,3.4306661473894176,3.102
84.0,3.7581064723890543,3.102
85.0,4.059218927426956,3.102
84.0,4.059218927426956,3.101
84.0,3.7581064723890543,3.101
84.0,3.4306661473894176,3.101
84.0,3.4306661473894176,3.101
84.0,3.4306661473894176,3.102
84.0,3.4306661473894176,3.102
85.0,3.7581064723890543,3.102
85.0,3.7581064723890543,3.102
85.0,3.7581064723890543,3.102
85.0,3.7581064723890543,3.102
85.0,3.7581064723890543,3.102
85.0,3.7581064723890543,3.102
86.0,4.045863370983586,3.102
86.0,4.045863370983586,3.102
86.0,4.045863370983586,3.102
86.0,4.045863370983586,3.102
85.0,4.314470601999837,3.102
85.0,4.0324635810571285,3.102
85.0,4.0324635810571285,3.103
85.0,4.0324635810571285,3.103
85.0,4.0324635810571285,3.103
85.0,4.0324635810571285,3.103
85.0,4.0324635810571285,3.103
85.0,4.0324635810571285,3.102
85.0,4.0324635810571285,3.102
85.0,4.0324635810571285,3.102
85.0,4.0324635810571285,3.102
85.0,3.729191398893778,3.102
85.0,3.398966673360388,3.102
85.0,3.0329985828624837,3.102
85.0,2.616330705525791,3.102
85.0,2.616330705525791,3.102
85.0,2.616330705525791,3.102
85.0,2.616330705525791,3.102
85.0,2.616330705525791,3.102
85.0,2.616330705525791,3.102
85.0,2.119266929319743,3.102
85.0,2.119266929319743,3.102
85.0,2.119266929319743,3.102
85.0,2.119266929319743,3.102
85.0,2.119266929319743,3.102
85.0,2.119266929319743,3.102
85.0,1.498548016866382,3.102
85.0,1.498548016866382,3.102
85.0,1.498548016866382,3.102
85.0,1.498548016866382,3.102
85.0,0.0,3.102
85.0,0.0,3.102
85.0,0.0,3.102
85.0,0.0,3.102
85.0,0.0,3.102
85.0,0.0,3.102
85.0,0.0,3.102
85.0,0.0,3.102
85.0,0.0,3.102
85.0,0.0,3.102
85.0,0.0,3.102
85.0,0.0,3.102
85.0,0.0,3.102
85.0,0.0,3.102
